Data,Sentiment
"প্রবাসী বাংলাদেশিরা চলতি অর্থবছরের ২০১৮ - ১৯ প্রথম ৮ মাসে ১০ ৪১০ দশমিক ২৯ মিলিয়ন মার্কিন ডলার রেমিট্যান্স পাঠিয়েছেন । এটি বিগত অর্থবছরের একই সময়ের তুলনায় ৯৪৯ দশমিক শূন্য ৬ মার্কিন ডলার বেশি । অর্থাৎ , এ সময়ে রেমিট্যান্স ১০ দশমিক শূন্য ৩ শতাংশ বৃদ্ধি পেয়েছে । বাংলাদেশ ব্যাংকের এক উপাত্তে এসব তথ্য দেওয়া হয়েছে । এখানে বিলিয়ন কথাটা বাদ গেছে দয়া করে আপনার রিপোর্টটি সংশোধন করুন . ",2
গরীবদের বেশী টানটান হতে নাই । ,2
জ্বালানি খাতে সৌদি আরবের ১০ হাজার কোটি ডলার বিনিয়োগের অন্যতম প্রধান কারণ ভারত যাতে যুক্তরাষ্ট্র সৌদি আরবের কথা মত ইরান থেকে না কেনে । ,0
"সৌদির এটা বোঝা উচিত , ঋনগ্রস্থ দেউলিয়া দেশ পাকিস্তানের সাথে বন্দুত্ব না রেখে ইন্ডিয়ার দিকে অগ্রসর হওয়া । ইরান আর ভিয়েতনাম বলেও দুটো দেশ আছে এটা যেন সৌদি না ভুলে যায় । ",0
"পাকিস্তান ভিক্ষা করে পেয়েছে । ভারত পেয়েছে তার অর্থনৈতিক শক্তির জন্য । আমরা কি ভিক্ষা করবো , নাকি নিজেদেরকে অর্থনৈতিক শক্তিতে রূপান্তরিত করে তারপর সৌদিদের কাছে বিনিয়োগের প্রস্তাব দেবো ? ",1
"সৌদি ১০০ বিলিয়ন মার্কিন ডলার বিনিয়োগের প্রায় পুরোটাই জ্বালানি খাতে , মুকেশ আম্বানির কপালে ভাঁজ ! ",2
"দাদা মনেহয় ১৯ তাং এটা লিখেছিলেন নাম প্রকাশে অনিচ্ছুকএকদম ঠিক আছে । এমবিএস এর টাকায় রক্তের দাগ , আর টাকা ব্যবহারও করা হবে রক্তপাতের কাজে , আমরা আমরাই তো ",2
রতনে রতন চেনে ,2
"পাকিস্তানের না হয় খাবার টাকা নেই , ভারতের কি কারণে সৌদি ভিক্ষার দরকার পড়ল ? ",2
আমরা নিজের পায়ে দাডাবো । হাত পাতব কেন ? ,1
"আপনি মনে হয় ইচ্ছামূর্খ নাইলে ২০৫০ সালে ভারতের অর্থনীতি আমেরিকাকে ছাড়িয়ে যাবার কমেণ্ট করার পরও দক্ষিণ কোরিয়া , সিঙ্গাপুর , মালয়েশিয়া সাথে তুলনা করেন কিভাবে ? একই সময় পাকিস্তান স্বাধীনতা পেয়েও কেন ভারত দুরে থাক আজ বাংলাদেশের চেয়েও বহু পিছে পড়ে আছে ",2
এই খবর এ আমাগো কি ? ,2
তাহলে নাচানাচি শুরু করে দিন ! ,2
জনসংখ্যা আর আয়তনের হিসাবে পাকিস্তানই বেশী পেয়েছে । ,2
"ভারতে সৌদি বিনিয়োগ হলে , সরাসরি না হলেও , আমাদের অর্থনীতিতে এর ভাল প্রভাব পড়তে পারে । ",0
এটি আমাদের ব্যর্থতা । ,2
"কেউ পায় ২ হাজার কোটি ডলার , কেউ পায় ১০ হাজার কোটি ডলার আমার কতটা ব্যর্থ কিছুই পেলাম না । ",2
গরীব দেশ ভারতের উচিত লম্প - জম্প বাদ দিয়ে সেনিটেশন ব্যবস্থার উন্নয়ন করা । ,2
যান ভারতে চলে যান ,2
ভারতের ক্ষুধা ৫ গুন বেশী । ,2
"সৌদি অ্যারামকোর প্রধান নির্বাহী কর্মকর্তা আমিন নাসের ভারতের সম্ভাবনার প্রসঙ্গে বলেন , ২০৫০ সালের মধ্যে ভারত বিশ্বের দ্বিতীয় বৃহত্তম অর্থনীতি হতে যাচ্ছে । তখন তারা মার্কিন যুক্তরাষ্ট্রকেও ছাড়িয়ে যাবে । ২০৫০ সালের মধ্যে বিশ্বের মোট দেশজ উৎপাদনের ১৫ শতাংশই ভারতে উৎপাদিত হবে । আচ্ছা তখন পাকিস্তানের অবস্থা কি হবে কেউ কি বলতে পারবেন ? নাকি নিউক্লয়ার বোমার অধিকারী ' বলে বলে তখনো তৃপ্তির ঢেঁকুর তুলে তুলে ভারতের পায়ে কামড়ানোর নতুন কোন ছক খুঁজতে থাকবে ",2
এজন্যই পাকিস্তানের ৫ গুন ভিক্ষা দরকার ,2
"ভাই সালটা হবে ২০৫০ । এর মধ্যে অনেকগুলি ফ্যাকটার রয়েছে । ১ । ২০৫০ সালে ইন্ডিয়াতে বিপুল পরিমানে মেজরিটি জনসংখ্যা ইয়াং জেনারেশান থাকবে উল্টোদিকে আমেরিকার মেজরিটি জনসংখ্যা হবে বৃদ্ধ । ২ । ২০৫০ সালে টেকনলোজি , ইন্টার্নেট ইউসার সমস্ত দিক থেকে দুনিয়ার সমস্ত দেশের থেকে যোজন যোজন এগিয়ে থাকবে ইন্ডিয়া । ৩ । সর্বাধিক শিক্ষিত ইয়াং জেনারেশান ইন্ডিয়াতে থাকবে ফলে দুনিয়ার সব থেকে বড় মার্কেট ইন্ডিয়া হবে সেই সময় । ৪ । পারচেস পাওয়ার , মাথা পিছু ইনকাম প্রতিটা দিক থেকেই ইন্ডিয়া তখন দুনিয়া রুল করবে । ",1
মুখে বলেছে কিন্তু ভারতে চুক্তি স্বাক্ষরিত হয়েছে মাত্র ১ বিলিয়ন ডলার যেখানে পাকিস্তান পেয়েছে ২০ বিলিয়ন ডলার । ,0
"একটা ভাল খবর এবং , একটা ভাল উদাহরণ , কি ভাবে সঠিক সরকারি নীতির সাহায্যে দেশী বিনিয়োগিরা একটা শিল্পকে এগিয়ে নিতে পারেন । অবশ্য একদিন দেশীয় শিল্পটিকেবিদেশী প্রতিয়গিতা , সরকারি সাহায্য ছাড়াও , মোকাবেলা করার ক্ষমতা অর্জন করতে হবে । ",2
তাহলে তো রডের দাম আরো কমবে । ,1
এ সরকার এই প্রস্তাব কখনোই মানবে না । আমাদের সঞ্চয় বলে আর কিছুই নাই । ,2
"তিনি বলেন , ‘ যাঁরা এই ব্যাংকটি প্রতিষ্ঠিত করেছিলেন , সেই উদ্যোক্তা পরিচালকেরাই লুটপাট করে ব্যাংকটি শেষ করে দিয়েছেন । তবে বাংলাদেশে কোনো ব্যাংকের পতন হয় না । হতে দেওয়া হয় না । ফারমার্স ব্যাংক বন্ধ হওয়ার কোনো শঙ্কা নেই । ’ লুটপাট করে কে কোন দেশে টাকা পাচার করেছে সেটি তদন্ত করে বের করা জরুরি । ",2
উদ্যোক্তা পরিচালকেরা সবাই শাসক দলের সাথে সম্পর্কযুক্ত তাই তাদের লুটপাট অব্যাহত রাখার ব্যবস্থা করা হয়েছে ,2
২০২৪ - এর মধ্যে চেহারা পাল্টে এমন অবস্থা হবে যে ,0
হ পাবলিকের রক্ত পানি করা টাকা তো আছেই । সমস্যা কি ? ! ,2
"ফারমারস ব্যাংক যখন প্রতিষ্ঠা হয় , তখনি অনেকে এ লুটপাটের আশংকা করেছিলেন । আপনি মাননীয় অর্থমন্ত্রী তখন এর পক্ষে অবস্থান নিয়েছিলেন । এখন আপনারও দায় নেয়ার সময় এসেছে । ",2
"যারা লুট - পাট করেছে তাদেরকে তিনি চিনেন এবং ভালো করে চিনেন কিন্তু কেনো কোনো ব্যবস্থা নিচ্ছেন না বা নিতে পারছেন না , তা বলেননি । ফার্মাস ব্যাংক তারপরও চলবে , উনি কী এখানেও জনগণের টাকা থেকে জোগান দিয়ে চালু রাখবেন ? এর পরও বলবেন ওনাদের অর্থব্যবস্থাপনা স্বচ্ছ , ওনরা জবাবদিহিতায় আছেন ? ",2
আমি চাইতে সমস্যা কি দাম চাইলাম যা দ্যান ,0
আপনার পকেট থেকে দিচ্ছেন মনে হয় । সরকারি টাকায় চলেন মনে হচ্ছে ,2
৫ হাজার ৩০০ টাকাকে শতভাগ বৃদ্ধ্বি করলে ১০ হাজার ৫০০ টাকা হয় । ১৬ হাজার টাকা চাওয়া বাড়াবাড়ি । ,0
অযথা হিংসাবশত কাতারের মত আরেক মুসলিম দেশটাকে খাল কেটে দ্বিখন্ডিত করে দিল এই মুখুটহিন যোগ্যতাহীন সেলমানই ,2
ক্ষমতা লোভী যুবরাজ মোহাম্মদ বিন সালমানের পরিণতি হবে ওসামা বিন লাদেনের মত । মাঝখান থেকে সৌদি আরব কে মুসলিম বিশ্বের কাছে ভুলভাবে উপস্থাপন করা হল । ,2
তেল তেল আর তেল অন্যাথায় বালি যা এক টাকায় আপনি এক টন ও নিবেন না কারণ কিভাবে নিয়ে যাবেন ? আরও খরছ আছে না ? ঠিক তেল ছাড়া সৌদিরা এরকম মূল্যহিন ,2
সালমান এর বিচার দাবি করছি সে ইসলাম এর দুস্মন ,0
যুবরাজ সালমানের জন্য এটা সংকটময় পরিস্থিতি । ,2
যুবরাজ এখনো ছোকড়া । ছোকড়ারা ভালো কিছু করার সিদ্ধান্ত নিতে পারলেও তা করতে গিয়ে তালগোল পাকিয়ে ফেলে । সালমানের হয়েছে সেই দশা । ,2
কি নাটক যে চলিতেছে আল্লাহ মালুম । ,2
এই অনেক বাড়াবাড়ি করতেছে । তার উচিত শিক্ষা দরকার ছিল । ,2
সৌদি আমিরাত জোট মধ্যপ্রাচ্যের নব্য অস্থিরতার জন্য দায়ী । ,2
ক্ষমতার লোভ যাদের মধ্যে বেশি তারা সমালোচনা সহ্য করতে পারে না । স্বৈরসাশক হয়ে যায় । আর তখন ই তারা একের পর এক ভুল করতে থাকে । তাদের ওই ভুল থেকেই পতন হয় । ,0
এদের খরচ কি সরকার যোগায় ? আমার তো মনে হয় এরা সরকারী খরচেই চলে । ,2
"জনগনের সরকার জনবান্ধব বাজেট দিবে এটাই স্বাভাবিক , কারন জনগন কাজ ও উন্নয়ন দেখে ভোট দিবে । ",1
"সামনে নির্বাচন , তাই প্রথমদিকে অতিরিক্ত খরচ করার প্রবণতা দেখা দেবে । বড় প্রকল্পগুলো দৃশ্যমান করার চেষ্টা থাকবে । এ জন্য অর্থের অপচয় হচ্ছে কিনা , সে ক্ষেত্রে নজরদারি বাড়ানো প্রয়োজন । ",0
ভোটটা দেবার সুযোগ দিবেন তো নাকি দুপুর একটায় বলবেন ভোট শেষ বাড়ি যান ? ,2
"বাজেট নিয়ে নানা বিশেষজ্ঞ নানা ধরনের কথাবার্তা বলে চলেছেন । আমরা যারা অর্থনীতির কেতাবী তত্ত্ব বুঝি না , সবার কথাই শুনি , শুনে বিভ্রান্তির জালে আটকে যাই । ",2
"আমাদের দেশ সামনের দিকে অগ্রসর হচ্ছে , অনেকের হয়তো এটা মেনে নিতে কষ্ট হচ্ছে রাজনৈতিক মতবিরোধ ভিন্ন কথা , তার আগে নিজের দেশ , নিজের জন্মভুমি । নিজের দেশের সুনাম সবার ভাল লাগার কথা , সেটা খেলাই হোক কিংবা অর্থনীতিতে । এখন যদি মাশরাফি বিশ্বকাপে ভাল করল কিন্তু সে আওয়ামীলীগ এমপি বলে তার প্রশংসার পরিবর্তে তার বদনাম করে গেলাম , সেটা কি সুন্দর মানষিকতার পরিচয় হবে ? সমালোচনা করতে হবে যেটা খারাপ সেটার আর যেটা ভাল সেটার প্রশংসা করতে হবে , এটা মানুষের চিন্তা - চেতনার উপর নির্ভর করে - - - - ",1
"দেশ যে এগিয়ে যাচ্ছে তা বুঝার জন্যে কোনো দেশের কোনো পত্রিকার প্রতিবেদনের প্রয়োজন নেই । সাধারণ চোখেই তা দৃশ্যমান , যদি না কেউ নৈরাশ্যবাদী হয় । দেশ এগোচ্ছে , এগোবে । আর চাই যে দেশের এই অগ্রযাত্রা শেখ হাসিনার মতো বিশ্বস্ত কারও হাত ধরেই হোক । ",1
"ক্রেডিটগুলো দিন আর ব্যাংক লুট , শেয়ারবাজার লুট , গুম খুন এগুলো ক্ষমা করে দিন । ",2
"বাংলাদেশের সাধারণ মানুষই বাংলাদেশের ভাগ্য বদলেছে । এই বদলের পালা শুরু হয় ৯০এর পর থেকেই , কিন্তু দৃশ্যমান হতে শুরু করে গত এক দশক ধরে । ",1
"আর সেই লোক টার নাম গোপাল বোষ , বোস নয় কিন্তু ",0
"শেখ হাসিনার বিকল্প বাংলাদেশে আর কেউ নেই । শক্ত হাতে দুর্নীতি , সন্ত্রাস আর মাদককে নির্মূল করতে পারলে দেশ আরো এগিয়ে যাবে । ",1
বারবার দরকার শেখ হাসিনা সরকার । ,1
"উল্টোটাই বেশি সত্যি । উন্নয়ন ছাড়া গণতন্ত্র টেকে না । উন্নয়ন না হলে অভাব বাড়ে । আর অভাবে স্বভাব নষ্ট হয় । শাড়ি লুঙ্গি পেলেই ভোট বদলে যায় । শাড়ি - লুঙ্গির গণতন্ত্র নিশ্চয়ই কেউ চায় না , তাই না ? ",0
আর এটাও বোঝা গেল যে গোপাল বোসকে কে পিটিয়েছে ,0
"যতদিন তোমার হাতে দেশ , পথ হারাবেনা বাংলাদেশ ",1
২০০৯ সালের পর মাথাপিছু আয় তিন গুণ হয়েছে । ক্ষুধা জয় করে বাংলাদেশ এখন সাড়ে ১৬ কোটি মানুষের জন্য খাদ্য উৎপাদনে প্রায় স্বয়ংসম্পূর্ণ । বঙ্গবন্ধুর সোনার বাংলা হতে আর কিছু সময়ের দরকার মাত্র । ,1
এভাবেই এগিয়ে যাক আমার প্রিয় জন্মভুমি বাংলাদেশ শেখ হাসিনার নেতৃত্বে । ,1
"হিউম্যান রাইট ওয়াচ , নিউইয়র্ক টাইমস যখন অযথা বাংলাদেশ সরকারের সমালোচনা করে তখন তখন তো খুসিতে লাফালাফি করেন , তখন এই উক্তি মনে পড়ে না ? ",2
"শেখ হাসিনার হাতে দেশের নেতৃত্ব থাকলে , পথ হারবে না বাংলাদেশে । বাংলার জনগনও চায় শেখ হাসিনাই আগামির বাংলাদেশের নেতৃত্ব দিক । তাই এবার নির্বাচনে হবে নৌকায় ভোট । জয়তু শেখ হাসিনা । ",1
"চীনে গণতন্ত্র নেই কত দশক হয়ে যাচ্ছে জানেন ? চীনের উন্নতি তবে কোনো উন্নতিই নয় , নাকি ? ",0
"অনেকে যখন বেইজিং থেকে এত বেশি বিনিয়োগ আসা নিয়ে প্রশ্ন তুলছেন , তখন শেখ হাসিনা বলেন , চীন এই অঞ্চলে একটি বড় ভূমিকা পালন করতে চায় । এটা এর বেশি কিছু নয় । প্রধানমন্ত্রী বলেন , ‘ আমাদের বিদেশনীতি একেবারেই পরিষ্কার , সবার সঙ্গে বন্ধুত্ব । যুক্তরাষ্ট্র ও চীন কী করছে , সেটা তাদের বিষয় । ’ ",1
এই রকম গণতন্ত্র ! যে রকম গণতন্ত্র আমরা ভোগ করছি ! ,2
"বাংলাদেশের মাথাপিছু ঋণ অথবা জিডিপি অনুপাতে ঋণের পরিমাণ উভয়ই পার্শ্ববর্তী যে কোনো দেশের থেকে কম । জিডিপির অনুপাতে বাংলাদেশের ঋণের পরিমাণ মাত্র ২৭ শতাংশ , যেখানে অনেক দেশেরই এ হার ৬০ শতাংশ থেকে ২০০ শতাংশ পর্যন্ত । ",2
বাংলাদেশ এখন একটি সফলতার গল্প আর শেখ হাসিনা সে সফলতার রূপকার ও রিদম । জয়তু শেখ হাসিনা । ,1
একমাত্র বিএনপি জামায়াতরাই দেশের উন্নয়ন চোক্ষ দেখে না পাকিস্তানের ইমরান খান সহ বলছে বাংলাদেশ এগিয়ে গেছে অনেক ,0
বাংলাদেশ কত টাকা লোণে আছে ? প্রতিটি মানুষের মাথাপিছু লোণ কত তা কি আমাদের জানার উপায় আছে ? কত টাকা পাচার হয়েছে দেশ থেকে সেটাও উল্লেখ থাকলে ভালো হত । ,2
দাদারা বিদেশী নয় ! বাংলাদেশী ? ,2
বিগত ৩০ বছরে লুটপাট কম হলে এতোদিনে মধ্যম আয়ের দেশ হয়ে যেতো । ,2
কি হিংসে হয় ? ,2
"আলোর নিচে অন্ধকার , গনতন্ত্রহীন উন্নয়ন কখনও টেকসই হয় না । ",2
"কেন যে এই ধরনের আশাবাদি পোস্ট দেন , অনেকের তো গাত্রদাহ হয় । খালি অরাজকতা , নৈরাজ্য আর অভিযোগওয়ালা পোস্ট দিবেন তাহলেই ওনারা ভাববেন প্রথম আলো নিরেপক্ষ , নচেৎ নয় । ",0
শিরোনামটা দেখেই মনটা গর্বে ভরে উঠল । আবার কারো বুকে ব্যথা শুরু হয়ে গেছে নিশ্চয় । ,1
"সর্বরোগের এক ডায়লগ ! বিদেশীদের স্বার্থ তো আছেই । তাঁদের বিনিয়োগের জায়গা দরকার । নিক্কি পত্রিকাটি বাণিজ্য ও অর্থনীতি নিয়ে নিউজ করে । বাংলাদেশ উন্নত হলে জাপানি বিনিয়োগকারীদের প্রচুর লাভ , কারন চীন থেকে তারা তাঁদের বিনিয়োগ সরিয়ে এ অঞ্চলে আসবে । আর শের - এ - বাংলা ' র উক্তিটিও আপনি বিকৃত করেছেন । তিনি বিদেশী বলেন নি , দাদা বলেছিলেন । তর্কটি ছিল কোলকাতার হিন্দু এলিট বনাম বাঙলার কৃষক প্রজা । পারেনও আপনি , হে মহান দলদাস ! ",0
উন্নয়ন্তত অবশ্যই হয়েছে । কিন্তু লুট পাট আর নিপীড়ন হয়েছে অনেক বেশী । কারন জবাব দিহিতা নেই বলে । জবাব দিহিতা কেন নেই গনতন্ত্র নেই বলে । তাই উন্নয়ন চাইলে গণতন্ত্র মাস্ট । গনতন্ত্র না থাকলে সে উন্নয়ন সে লুটেরাদের । বিশাল জনগোষ্ঠী থাকে বঞ্চিত এবং বৈষম্যের শিকার । তাই আগে গনতন্ত্র এর পর উন্নয়ন হবে এর চে দ্রুত সমন্বিত এবং কয়েক গুন বেশী । ,2
শেরেবাংলা এ . কে ফজলুল হক এই উক্তিতে বিদেশী কথাটা বলেন নি । তিনি বলেছেন “ দাদারা ” । জানি খুব জ্বলে ! ,0
টাকা পয়সার কোন চালাচালি সম্ভবত হয়নি এখানে । ,0
নিক্কেই এশিয়ান রিভিউবাংলাদেশের উত্থানের পেছনে শেখ হাসিনা ,1
"উন্নত বাংলাদেশের জন্য শেখ হাসিনার কোন বিকল্প নেই , আওয়ামী লীগ যদি শেখ হাসিনার নেতৃত্বে দেশ শাসন না করতো , তাহলে এ দেশ তলাবিহীন ঝুড়িতে পরিণত হত । ",1
এ টাকা আসবে কোথা থেকে ? ,2
এই প্রজ্ঞাপন অনুযায়ী কেউ কি নতুনভাবে পেনশন পেয়েছে ? নাকি শুধু প্রজ্ঞাপন পর্যন্তই সীমাবদ্ধ সবকিছু ? ,2
"যারা শতভাগ পেনসন না তুলে মাসিক পেনসন রেখেছেন , তারা শতভাগ পেনসন তুললে যে টাকা পেতেন তা তাদের দেয়া হোক । নয়তো এটা হবে চরম বৈষম্যমূলক ! যেমন যে পেনসনের টাকা দিয়ে একটা ফ্ল্যাট বা জমি কিনেছিলেন , তার দাম এখন ৫গুন বেড়েছে , আবার সে এখন পেনসনও পাবেনঅধিকাংশ আমলা শতভাগ পেনসন তুলেছেন , তাদের সুবিধার্থেই এই তুঘলকি আদেশ জারি করা হয়েছে ",0
সবই ভোট নেওয়ার পায়তারা ,2
এই আদেশ সরকারী কমর্চারী অবসর আইনের পরিপন্থি ! কেউ আদালতে গেলে এটা নির্ঘাত বাতিল হবে । পেনসন প্রত্যাখ্যানকারীদের পুনরায় পেনসন না দিয়ে সব পেনসনারের চিকিৎসা ভাতা বাড়ানো হোক । ,1
এটা চরম বৈষম্য মূলক একটি আদেশ । যারা পেনশনের পুরো টাকা তুলে নিয়েছেন তারা ভবিস্যতের ঝুঁকিই নিয়েছেন । এর পর তারা ক্ষতিগ্রস্ত হলে তার দায় আমরা কেন নিবো ? কারণ পেনশনের টাকাটা আমাদের করের টাকা থেকেই দেওয়া হবে । যদি মানবিক বিবেচনায় দিতেই হয় তাহলে যাচাই বাছাই করে যাদের আর্থিক অবস্থা খারাপ শুধু তাদের মাসিক সর্বোচ্চ ৩০০০ / - নূন্যতম পেনশন দেওয়া যেতে পারে । সেই সাথে যারা পেনশনের পুরো টাকা উঠাননি তাদের মাসিক ৩০০০ / - টাকা পেনশন বাড়িয়ে দেওয়া যেতে পারে । মানবিকতার ধোঁয়া তুলে এরকম অবিচার করা একেবারেই ঠিক নয় । ,2
ইন্দোনেশিয়ার মানুষজন নাকি টাকার শ্রাদ্ধ করছে । তাই দেখে আবুল মাল মুহিতও শেষের সময়ে এসে একটু শ্রাদ্ধ করতে চাচ্ছেন আরকি । ,2
সর্বকালের সবচে ' ব্যর্থ অর্থমন্ত্রী । ,2
"‘ আপনাদের চেয়ে এই কথাটা বেশি সহ্য করেছি আমি । কারণ , আমি তো অর্থ সংগ্রহে যাই । - তাহলে প্রয়াত অর্থমন্ত্রী সাইফুর রহমান কি সারা জীবন ঘোড়ার ঘাস কেটে কাটিয়েছেন ? ",2
"এখন কি তাহলে আমরা স্বল্পোন্নত দেশ , নাকি উন্নয়শীল দেশসাংবাদিকদের এমন প্রশ্নের জবাবে অর্থমন্ত্রী বলেন , ‘ জাতিসংঘের হিসাবে আমরা কান্তিকালীন সময়ে ট্রানজিশনাল পিরিয়ডে আছি । ’ আর উৎসব করছি এই কারণে যে এটা আমাদের জাতীয় ঐতিহ্য । আমরা উৎসবপ্রিয় জাতি । ’ ",0
"অন্তত আমি ও আমার চারপাশের মানুষদের মধ্যে অর্থনৈতিক উন্নতির কোন লক্ষণ দেখতে পাচ্ছিনা । কারো উন্নয়ন যদি হয়ে থাকে তাহলে তাদের অভিনন্দন । আমি ক ' বছর আগে যেমন ছিলাম এখনো সে রকম আছি । বেতনের টাকায় মাসের অর্ধেক চলে মোটামুটি হাসিমুখে বাকী অর্ধেক সেই আগের টানাটানি । চালের দাম আকাশ ছোঁয়া , পেয়াজ থেকে দামের আগুন একটু একটু করে নিভতে শুরু করেছে এরই মধ্যে চিনির দাম বেয়ে বেয়ে উপড়ে উঠছে । একটার দাম কমেতো আরেকটা দাম বাড়ে । এই দাম বাড়ানো কর্তৃপক্ষটার কাজে একটা আর্ট আছে বলতেই হবে ! ",2
"আমাদের এলাকায় এক ভিখারিনী ছিল , তাকে যত নতুন কাপড় দেয়া হোক না কেন সে ঠিকই তার শত ছিন্ন শাড়িটি পরে থাকতো , যাতে লোকে মায়ায় পড়ে নতুন শাড়ি কিনে দেয় । তার নতুন শাড়ি যোগাড়ের পুঁজিই ছিল ঐ শত ছিন্ন শাড়ির দারিদ্রের বিজ্ঞাপন । এদেশের শাসকগুলোও বহু যুগ ধরেন এরকম পরমুখাপেক্ষি দারিদ্র লালনকারি শাসন ব্যবস্থা চালু করে রেখেছিল । নিজের পায়ে দাঁড়াতে গেলে প্রথম প্রথম পায়ে একটু যন্ত্রনা হবেই , একসময় এই পা - ই হবে দৌড় প্রতিযোগিতায় জেতার শক্তি । এই চ্যালেঞ্জ সময়ের দাবী । ",1
"অর্থমন্ত্রী মহোদয় বুঝালেন রাজনীতি আর অর্থনীতি একনয় । রাজনিতিতে উৎসব থাকলেও অর্থনীতিতে উৎসবের কিছু এখনো হয়নি , এডমিট কার্ড দিয়েছে মাত্র । তবু রাজনৈতিক বিবেচনায় অর্থনৈতিক সিদ্ধান্ত বন্ধ হবেনা । কারণ আমরা যে উৎসব প্রিয় জাতি । ",2
ভালো সিদ্ধান্ত । ,1
"তার থেকে বরং ৯০ জন আমলা সচিব এদের ই সিপিআই কার্ড দিন । উনাদের আয় এর থেকে ভালো । গাড়ি বাড়ির পর এ সুবিধা থেকে উনাদের বঞ্চিত করা দেশের মর্যাদার জন্য হানিকর । প্রবাসীরা কি ভাবে ১ লক্ষ ডলার পাঠাবে ! যারা ১ লক্ষ ডলার জমা করতে পারে তারা কি দেশে পাঠাবে না কি যে দেশে থাকে সেখানেই বিনোয়োগ করে ? দেশে টাকা পাঠায় সাধারণ চাকুরীজীবি শ্রমিক , যাদের মাসিক বেতন ২০০০ - ৪০০০ । ",2
বছরে এক লক্ষ ডলার প্রবাসীরা কি চুরি করবে ? ,2
বিনিয়োগ ও ব্যবসায়ী নিয়ে ২৪ ঘন্টা দিলে হবে না । ভোক্তারা কিন্তু বিদ্যুৎ বিলের চাপে দিন দিন পিষ্ট হচ্ছে । ,2
"খুভ ভাল খবর , যেভাবে সোনা মাটি হয়ে যায় , ভরসা করতে সাহস পাইনা । ",2
পোজ না দিয়ে ত্রান দিলে কি হয় না । ,2
সরকারের বৈদেসিক মুদ্রা বেসি হয় গেছে । ,0
"আমদানি মূল্য প্রায় ৩ কোটি টাকা , কাস্টমস এবং বাজারজাতকরণ খরচ যোগ করে মোট মূল্য প্রায় ৫ - ৬ কোটি টাকা পড়ে যাবে , এর পর আমদানিকারকের এবং খুচরা বিক্রেতার মুনাফা যোগ করে বিক্রয় মূল্য নির্ধারিত হয় । ",0
একজন লেোকের ২০ টি সিমেের কিসেের দরকার ? নিেজর ২টি অার পরিবারেরর সদস্যদেরেে সর্বােচ্চ ২টি কি যথেেষ্ট নয় ? ,0
